Sr.no,Reserve,KillID,SampleID,SampleType,SampleCategory,Season,Species,AllSNPTyped,FilteredSNP,IndSuccess
727,Bandhavgarh,C04-BTR22-159,C04-BTR22-159-SH02,SHED HAIR,Post predation,Summer,Tiger,33,31,No
728,Bandhavgarh,C04-BTR22-159,C04-BTR22-159-SH03,SHED HAIR,Predation,Summer,Tiger,5,5,No
729,Bandhavgarh,C04-BTR22-163,C04-BTR22-163-SH01,SHED HAIR,Post predation,Summer,Tiger,60,57,Yes
730,Bandhavgarh,C04-BTR22-163,C04-BTR22-163-SH02,SHED HAIR,Post predation,Summer,Tiger,5,5,No
731,Bandhavgarh,C04-BTR22-163,C04-BTR22-163-SH03,SHED HAIR,Predation,Summer,Tiger,13,13,No
732,Bandhavgarh,C04-BTR22-166,C04-BTR22-166-SH01,SHED HAIR,Post predation,Summer,Tiger,65,60,Yes
733,Bandhavgarh,C04-BTR22-166,C04-BTR22-166-SH02,SHED HAIR,Post predation,Summer,Tiger,28,28,No
734,Bandhavgarh,C04-BTR22-166,C04-BTR22-166-SH03,SHED HAIR,Post predation,Summer,Tiger,63,58,Yes
735,Bandhavgarh,C04-BTR22-166,C04-BTR22-166-SH04,SHED HAIR,Predation,Summer,Tiger,53,49,Yes
736,Bandhavgarh,C04-BTR22-167,C04-BTR22-167-SH01,SHED HAIR,Post predation,Summer,Tiger,27,26,No
737,Bandhavgarh,C04-BTR22-167,C04-BTR22-167-SH02,SHED HAIR,Post predation,Summer,Tiger,53,50,Yes
738,Bandhavgarh,C04-BTR22-167,C04-BTR22-167-SH03,SHED HAIR,Predation,Summer,Tiger,17,16,No
739,Bandhavgarh,C04-BTR22-168,C04-BTR22-168-SH01,SHED HAIR,Predation,Summer,Tiger,60,58,Yes
740,Bandhavgarh,C04-BTR22-168,C04-BTR22-168-SH02,SHED HAIR,Post predation,Summer,Tiger,45,43,Yes
741,Bandhavgarh,C04-BTR22-168,C04-BTR22-168-SH03,SHED HAIR,Post predation,Summer,Tiger,25,24,No
742,Bandhavgarh,C04-BTR22-168,C04-BTR22-168-SH04,SHED HAIR,Post predation,Summer,Tiger,54,52,Yes
743,Bandhavgarh,C04-BTR22-169,C04-BTR22-169-SH01,SHED HAIR,Post predation,Summer,Tiger,6,6,No
744,Bandhavgarh,C04-BTR22-169,C04-BTR22-169-SH02,SHED HAIR,Post predation,Summer,Tiger,29,27,No
745,Bandhavgarh,C04-BTR22-169,C04-BTR22-169-SH03,SHED HAIR,Post predation,Summer,NA,NA,NA,NA
746,Bandhavgarh,C04-BTR22-175,C04-BTR22-175-SH03,SHED HAIR,Post predation,Summer,Tiger,5,5,No
747,Bandhavgarh,C04-BTR22-175,C04-BTR22-175-SH04,SHED HAIR,Post predation,Summer,Tiger,25,25,No
748,Bandhavgarh,C04-BTR22-177,C04-BTR22-177-SH01,SHED HAIR,Predation,Summer,Tiger,73,68,Yes
749,Bandhavgarh,C04-BTR22-177,C04-BTR22-177-SH02,SHED HAIR,Post predation,Summer,Tiger,50,47,Yes
750,Bandhavgarh,C04-BTR22-177,C04-BTR22-177-SH03,SHED HAIR,Post predation,Summer,Tiger,0,0,No
751,Bandhavgarh,C04-BTR22-178,C04-BTR22-178-SH01,SHED HAIR,Predation,Summer,Tiger,7,7,No
752,Bandhavgarh,C04-BTR22-178,C04-BTR22-178-SH02,SHED HAIR,Post predation,Summer,Tiger,99,89,Yes
753,Bandhavgarh,C04-BTR22-178,C04-BTR22-178-SH03,SHED HAIR,Post predation,Summer,Tiger,81,76,Yes
754,Bandhavgarh,C04-BTR22-178,C04-BTR22-178-SL01,SALIVA,Post predation,Summer,Tiger,81,75,Yes
755,Bandhavgarh,C04-BTR22-178,C04-BTR22-178-SL02,SALIVA,Post predation,Summer,Tiger,60,56,Yes
756,Bandhavgarh,C04-BTR22-178,C04-BTR22-178-SL03,SALIVA,Post predation,Summer,Tiger,69,65,Yes
757,Bandhavgarh,C04-BTR22-179,C04-BTR22-179-SH01,SHED HAIR,Post predation,Summer,Tiger,4,4,No
758,Bandhavgarh,C04-BTR22-179,C04-BTR22-179-SH02,SHED HAIR,Post predation,Summer,Tiger,95,88,Yes
759,Bandhavgarh,C04-BTR22-179,C04-BTR22-179-SH03,SHED HAIR,Post predation,Summer,Tiger,7,6,No
760,Bandhavgarh,C04-BTR22-179,C04-BTR22-179-SL01,SALIVA,Predation,Summer,Tiger,3,3,No
761,Bandhavgarh,C04-BTR22-179,C04-BTR22-179-SL02,SALIVA,Post predation,Summer,Tiger,4,4,No
762,Bandhavgarh,C04-BTR22-179,C04-BTR22-179-SL03,SALIVA,Post predation,Summer,Tiger,34,32,No
763,Bandhavgarh,C04-BTR22-181,C04-BTR22-181-SH01,SHED HAIR,Predation,Summer,Tiger,61,58,Yes
764,Bandhavgarh,C04-BTR22-181,C04-BTR22-181-SH02,SHED HAIR,Post predation,Summer,Tiger,72,68,Yes
765,Bandhavgarh,C04-BTR22-181,C04-BTR22-181-SL01,SALIVA,Predation,Summer,Tiger,103,92,Yes
766,Bandhavgarh,C04-BTR22-181,C04-BTR22-181-SL02,SALIVA,Post predation,Summer,Tiger,52,49,Yes
767,Bandhavgarh,C04-BTR22-181,C04-BTR22-181-SL03,SALIVA,Post predation,Summer,Tiger,81,75,Yes
768,Bandhavgarh,C04-BTR22-182,C04-BTR22-182-SH01,SHED HAIR,Post predation,Summer,Tiger,105,93,Yes
769,Bandhavgarh,C04-BTR22-182,C04-BTR22-182-SH02,SHED HAIR,Predation,Summer,Tiger,108,93,Yes
770,Bandhavgarh,C04-BTR22-182,C04-BTR22-182-SL01,SALIVA,Predation,Summer,Tiger,105,91,Yes
